SITE_NO,TSITE_NO,SHORT_NAME,RSQA_STUDY,STATION_NM,QW_LAT,QW_LONG,CSA_Name,URBAN_CENTER,BasinGIS_km2,Elev_atQWsite,SITE_Ecoregions3_code,SITE_Ecoregions3_name,DevelopedHigh2011,DevelopedMed2011,DevelopedLow2011,DevelopedOpen2011,BarrenLand2011,DeciduousForest2011,EvergreenForest2011,MixedForest2011,GrasslandHerb2011,ShrubScrub2011,CultivatedCrops2011,PastureHay2011,WoodyWetlands2011,EmerHerbWetlands2011,OpenWater2011,SumAreaNLCD2011,Canopy2011,Imperviousness2001,Imperviousness2006,Imperviousness2011,Dev_CommServices2012,Dev_IndusMilitary2012,Dev_MajorTransp2012,Dev_Other2012,Dev_Recreation2012,Dev_ResidHigh2012,Dev_ResidLowMed2012,SemiDev_AnthroOth2012,SemiDev_UrbHigh2012,SemiDev_UrbLowMed2012,Prod_Crops2012,Prod_GrazingPot2012,Prod_Mining2012,Prod_PastureHay2012,LowUse2012,VeryLowUse_Conserv2012,Water2012,Wetlands2012,SumAreaNWALT2012,Dense_Urban,Total_Urban,CSQA_Total_Urban,Extended_Urban,Crops,Total_Ag,Total_Developed,Total_Low_Use,LU_cat,Major_LU,GolfCourseArea,UrbanAge_mean,UrbanAge_PCT_1940,UrbanAge_PCT_1950,UrbanAge_PCT_1960,UrbanAge_PCT_1970,UrbanAge_PCT_1980,UrbanAge_PCT_1990,UrbanAge_PCT_2000,UrbanAge_PCT_2010,UrbanAge_PCT_NonUrban,UrbanAge_SUM_AREA,DamDensity2009,DamDensity2016,DamMajDensity2009,DamMajDensity2016,DamNIDstorage2009,DamNIDstorage2016,DamNORMALstorage2009,DamNORMALstorage2016,DamNumMajDams2009,DamNumMajDams2016,NumDams2009,NumDams2016,BaseFlowIndex,DunneOverlandFlow,HortonOverlandFlow,IndexSubsFlowContact,Runoff2013,Runoff2014,Runoff2015,Runoff2016,Runoff2017,Stream_Ephemeral,Stream_Intermittent,Stream_Perennial,Stream_StreamRiver,StreamDensity,TopogWetnessIndex,N_AtmosphDepos2013,N_AtmosphDepos2014,N_AtmosphDepos2015,N_AtmosphDepos2016,N_AtmosphDepos2017,N_FertFarm2012,N_FertNonFarm2012,N_Manure2012,N_Wastewater1992,N_Wastewater1997,N_Wastewater2002,N_NPDES_2012,NumFacilities2012,NumMajorFacilities2012,P_FertFarm2012,P_FertNonFarm2012,P_Manure2012,P_Wastewater1992,P_Wastewater1997,P_Wastewater2002,P_NPDES_2012,Total_N,Total_P,AdjHouseIncome_mean,HousingDensity2000,HousingDensity2010,PopDensity1990,PopDensity2000,PopDensity2010,RoadDensity2013,RoadDensity2014,RoadDensity2015,RoadDensity2016,RoadDensity2017,DepthToWaterTable,AvailWaterCapacity,BulkDensity,KfactorUpperHorizon,OrganicMatter,Permeability,SandContent,SiltContent,ClayContent,RainfallErosivity,SoilLoss_Afactor,SoilThickness,SRL25Agland,Elev_MeanWatershed,Slope,TRI_NumOfChems2010,TRI_NumOfFacil,TRI_NumOfSuperFund,TRI_SumLbs2010
430524076084201,T430524076084201,NY_LeyCreek,NESQA,LEY CR AT LEMOYNE AND FACTORY AT MATTYDALE NY,43.090083,-76.145139,"Syracuse-Auburn, NY",Rochester-Syracuse,61.74,113,8.1.1,Eastern Great Lakes Lowlands,10.81,21.94,25.50,13.83,0.03,10.02,0.18,0.87,0.35,2.24,0.78,5.18,7.97,0.28,0.01,61752307,20.14,32.19,33.22,33.92,18.91,15.06,10.92,0.13,3.04,18.21,5.91,0.01,7.72,10.84,0.78,0.02,0.00,5.03,2.96,0.00,0.01,0.45,61732800,44.89,79.90,72.18,90.75,0.78,5.84,96.58,3.42,Urban_high,Urban,0.54,1942,38.83,2.14,,10.77,,,,,48.26,61750000,,,,,,,,,,,,,57.994,2.060,1.552,442.834,,,451.993,387.353,,,0.09,0.86,0.03,0.609,10.382,,4.701,4.902,4.590,,9051.779,34937.952,13793.372,,,,2798.906,8,,1504.627,3504.424,2960.091,,,,749.396,1394.885,129.071,39.128,373.409,372.603,872.015,804.903,798.032,,,,12.751,,2.097,0.136,1.360,0.365,1.55,3.45,29.34,50.60,20.06,872.932,5.249,33.815,8.580,130.66,2.25,34,34,,117495.78
430557075181801,T430557075181801,NY_MudCreek,NESQA,MUD CREEK AT NEW YORK MILLS NY,43.099143,-75.304762,,Rochester-Syracuse,29.08,142,8.1.1,Eastern Great Lakes Lowlands,2.91,4.73,8.23,11.74,0.00,31.27,2.17,2.49,4.12,7.26,12.00,10.32,2.52,0.12,0.13,29091566,32.94,6.66,8.15,8.97,8.82,0.53,2.94,0.19,3.00,1.17,10.20,0.00,13.34,27.69,11.83,0.57,0.00,10.54,8.50,0.00,0.15,0.53,29019600,12.29,40.18,26.85,67.87,11.83,22.95,90.82,9.18,Mixed,Mixed,0.73,1947,15.89,1.24,24.59,,,,,,58.29,29080000,,,,,,,,,,,,,54.509,2.588,3.380,479.157,,,634.200,431.000,,,0.00,0.96,0.00,0.858,9.887,,4.438,4.024,4.308,,14775.859,4886.262,17243.433,,,,0.000,1,,2456.115,490.090,3443.052,,,,0.000,1699.979,219.731,52.138,83.763,103.710,222.152,207.471,220.584,,,,8.593,,2.806,0.125,1.474,0.327,1.46,2.62,26.56,53.08,20.36,928.291,41.132,56.229,1.402,210.00,4.70,10,4,,2565.82
430629077274701,T430629077274701,NY_Thomas,NESQA,THOMAS CREEK AT EAST ROCHESTER NY,43.108181,-77.4633,"Rochester-Batavia-Seneca Falls, NY",Rochester-Syracuse,76.53,121,8.1.1,Eastern Great Lakes Lowlands,0.38,2.13,7.62,21.89,0.49,13.94,0.80,4.52,0.37,1.98,7.60,27.21,9.10,1.46,0.52,76514077,27.93,5.02,5.26,5.63,2.88,0.77,1.25,0.24,2.58,7.30,16.52,0.00,5.39,18.58,7.62,0.33,0.38,27.22,6.87,0.00,0.53,1.55,76474800,4.89,36.93,31.54,55.51,7.62,35.16,90.67,8.94,Mixed,Mixed,1.66,1949,15.07,0.93,14.00,6.42,1.08,0.20,,,62.31,76650000,,5.227,,,,4.755,,2.982,,,,4,52.899,2.656,2.776,493.047,,,322.646,275.885,,,0.30,0.57,0.00,1.520,11.160,,4.425,4.149,3.664,,115590.822,29754.142,28206.859,,,,,,,19214.050,2984.418,5783.225,,,,,2634.200,365.635,86.628,144.735,161.098,343.124,379.826,391.834,,,,7.915,,3.955,0.119,1.481,0.301,1.33,3.25,32.56,51.35,16.09,710.620,37.800,56.962,2.633,170.17,5.79,4,8,,1011.9
431542077382401,T431542077382401,NY_Slater,NESQA,SLATER CR AT HOJACK INDUSTRIAL PK AT MOUNT READ NY,43.261694,-77.640033,"Rochester-Batavia-Seneca Falls, NY",Rochester-Syracuse,10.67,76,8.1.1,Eastern Great Lakes Lowlands,2.83,7.20,48.54,34.60,0.00,3.64,0.00,1.76,0.25,0.37,0.00,0.41,0.36,0.05,0.00,10665228,27.28,25.42,25.86,26.05,9.26,0.81,2.03,0.00,1.86,63.65,15.71,0.00,6.22,0.00,0.00,0.00,0.00,0.47,0.00,0.00,0.00,0.00,10656000,12.09,99.53,93.31,99.53,0.00,0.47,100.00,0.00,Urban_high,Urban,,1935,99.81,,,,,,,,0.19,10620000,,,,,,,,,,,,,53.000,2.000,2.000,170.123,,,433.977,328.667,,,0.14,0.80,0.00,0.969,10.417,,4.284,3.770,3.251,,203.600,12875.709,26.674,,,,,,,33.843,1291.466,5.594,,,,,1553.745,124.768,44.550,689.945,719.437,1674.868,1646.238,1629.585,,,,27.156,,2.400,0.136,1.340,0.362,1.79,3.62,29.99,48.62,21.39,685.261,11.542,34.147,0.000,102.81,2.05,,,,
12024000,T12024000,WA_SFNewaukum,PNSQA,"SOUTH FORK NEWAUKUM RIVER NEAR ONALASKA, WA",46.575662,-122.685116,"Seattle-Tacoma, WA",Seattle,105.48,166,7.1.7,Strait of Georgia/Puget Lowland,0.02,0.07,0.72,5.14,4.40,2.85,35.64,6.23,11.53,25.82,0.23,3.76,3.30,0.22,0.07,,65.72,0.68,0.68,0.68,0.01,0.55,0.00,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.20,0.00,3.98,94.36,0.00,0.07,0.19,105480000,0.57,0.97,0.97,0.97,0.24,4.41,5.38,94.62,Undeveloped,Undeveloped,,,,,,,,,,,100.00,105390000,,,,,,,,,,,,,53.952,2.479,1.217,206.794,,1162.351,924.921,,,0.00,78.93,20.42,0.00,5.747,8.583,,1.557,1.853,,,9131.019,363.621,45755.726,,,,,,,961.756,32.527,12788.798,,,,,709.061,130.670,36.825,2.147,2.916,4.272,5.133,6.358,,,3.122,,,5.750,0.164,1.106,0.254,2.27,2.42,25.56,47.75,26.69,1031.121,0.727,53.611,0.000,463.05,25.42,,,,
12027555,T12027555,WA_Prairie,PNSQA,"PRAIRIE CR 0.7 MI UPS FR MOUTH NR GRAND MOUND, WA",46.79098,-123.022472,"Seattle-Tacoma, WA",Seattle,19.59,46,7.1.7,Strait of Georgia/Puget Lowland,1.48,4.48,9.67,10.49,0.12,6.96,21.37,5.95,6.03,6.39,1.85,20.20,3.24,1.47,0.29,,41.03,7.11,7.45,8.28,2.48,0.18,3.47,1.30,0.04,0.00,15.14,0.00,0.00,0.64,1.89,1.01,0.00,20.69,52.22,0.00,0.31,0.61,19591200,6.14,22.62,22.62,23.26,1.89,23.59,46.86,53.14,Urban_low,Urban,,1972,,3.31,,,33.28,0.46,,,62.95,19620000,,,,,,,,,,,,,53.322,3.558,0.100,347.929,,1124.700,898.000,,,0.00,79.48,20.08,0.00,3.273,10.972,,0.806,1.020,,,32681.116,2074.177,47437.129,,,,,,,3442.240,185.536,14428.909,,,,,4296.817,921.544,58.023,38.770,55.724,73.265,105.815,157.093,,,7.861,,,5.582,0.127,1.274,0.234,2.22,6.93,41.61,40.94,17.45,646.405,0.193,58.797,3.183,82.83,8.51,0,1,,0
12068500,T12068500,WA_Dewatto,PNSQA,"DEWATTO RIVER NEAR DEWATTO, WA",47.468982,-123.026701,"Seattle-Tacoma, WA",Seattle,48.18,22,7.1.7,Strait of Georgia/Puget Lowland,0.00,0.02,0.71,4.00,2.81,0.97,59.01,2.50,9.23,14.72,0.00,0.00,4.59,0.98,0.47,,66.53,0.61,0.61,0.61,0.01,0.00,0.00,0.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,97.77,0.00,0.45,0.79,48175200,0.01,0.99,0.99,0.99,0.00,0.00,0.99,99.01,Undeveloped,Undeveloped,,,,,,,,,,,100.00,48090000,,2.076,,,,2.560,,1.536,,,,1,51.363,3.017,,,,1146.300,1533.300,,,0.00,41.44,53.61,0.00,2.056,9.609,,1.333,1.120,,,0.000,592.650,0.000,,,,,,,0.000,53.012,0.000,,,,,124.312,1.100,50.692,1.249,2.801,1.009,2.630,4.432,,,1.999,,,2.793,0.075,1.362,0.113,2.19,9.14,53.13,39.03,7.84,1106.686,0.091,60.000,,120.71,9.38,,,,
12069550,T12069550,WA_BigBeef,PNSQA,"BIG BEEF CREEK NEAR SEABECK, WA",47.640649,-122.785153,"Seattle-Tacoma, WA",Seattle,33.99,14,7.1.7,Strait of Georgia/Puget Lowland,0.03,0.41,5.76,5.51,0.15,3.26,56.45,11.97,4.39,5.96,0.00,0.00,4.94,0.73,0.46,,69.17,2.67,2.68,2.68,0.21,0.00,0.00,2.90,0.00,0.00,4.35,0.00,0.00,32.97,0.00,0.00,0.12,0.00,57.77,0.00,0.47,1.22,34023600,0.21,7.46,7.46,40.43,0.00,0.00,40.43,59.45,Urban_low,Urban,,2000,,,,,0.03,,25.03,22.62,52.32,34040000,,5.885,,,,56.979,,35.204,,,,2,51.984,4.727,0.000,51.000,,1126.488,1501.178,,,0.00,47.68,48.29,0.00,1.674,9.791,,1.167,0.954,,,0.000,2502.814,0.000,,,,,,,0.000,223.868,0.000,,,,,169.084,6.587,63.730,28.649,37.056,63.375,83.809,95.695,,,3.581,,,2.895,0.075,1.353,0.113,2.24,8.96,52.59,39.26,8.15,928.815,0.073,58.634,,151.20,9.86,,,,
12070000,T12070000,WA_Dogfish,PNSQA,"DOGFISH CREEK NEAR POULSBO, WA",47.7527,-122.6437,"Seattle-Tacoma, WA",Seattle,15.30,10,7.1.7,Strait of Georgia/Puget Lowland,0.24,2.06,7.46,12.00,0.47,10.66,25.16,20.52,9.10,3.01,0.10,2.51,4.67,2.04,0.00,,57.96,4.46,4.99,5.04,0.45,0.28,0.68,0.05,0.28,0.38,15.25,0.00,0.12,73.28,0.12,0.33,0.00,2.73,5.71,0.00,0.00,0.35,15321600,1.41,17.48,17.36,90.77,0.12,3.17,93.94,6.06,Urban_low,Urban,,1993,,,,2.41,1.24,10.24,33.79,9.85,42.47,15330000,,,,,,,,,,,,,56.454,3.917,,,,658.072,741.727,,,0.00,60.79,38.12,0.00,1.916,9.227,,0.802,0.674,,,5604.761,2076.875,7458.871,,,,,,,590.341,185.769,1786.304,,,,,1056.863,167.466,72.731,41.553,51.421,64.101,115.713,134.694,,,5.799,,,3.155,0.115,1.323,0.218,1.02,5.79,61.24,29.50,9.26,534.586,0.173,60.000,0.000,82.43,10.42,,,,
12072660,T12072660,WA_Olalla,PNSQA,"OLALLA CREEK AT BURLEY OLALLA ROAD NEAR OLALLA, WA",47.428532,-122.568284,"Seattle-Tacoma, WA",Seattle,12.89,17,7.1.7,Strait of Georgia/Puget Lowland,0.01,0.55,8.01,12.50,0.00,11.50,28.15,23.45,4.10,2.76,0.00,1.56,5.37,2.03,0.00,,58.09,4.07,4.09,4.11,0.31,0.00,0.00,0.03,0.00,0.00,19.01,0.00,0.00,75.21,0.00,0.78,0.00,1.45,2.74,0.00,0.00,0.47,12895200,0.31,19.35,19.35,94.56,0.00,2.23,96.79,3.21,Urban_low,Urban,,2000,,,,,10.02,9.86,,79.81,0.31,12880000,,,,,,,,,,,,,54.577,4.456,,,,389.200,305.800,,,0.00,80.11,19.55,0.00,2.073,10.141,,1.079,1.018,,,2827.627,1714.122,3763.034,,,,,,,297.829,153.322,901.198,,,,,745.790,104.875,64.874,43.826,55.569,90.069,122.630,139.930,,,5.547,,,3.040,0.084,1.352,0.144,2.66,3.89,57.58,35.44,6.97,626.981,0.227,60.000,4.132,84.85,8.53,,,,
12072679,T12072679,WA_Crescent,PNSQA,"CRESCENT CR AT CRESCENT VAL DR NR GIG HARBOR, WA",47.357875,-122.578463,"Seattle-Tacoma, WA",Seattle,12.74,19,7.1.7,Strait of Georgia/Puget Lowland,0.08,1.12,9.24,15.91,0.00,7.99,38.13,23.29,0.51,0.95,0.00,0.00,1.39,0.04,1.37,,67.93,5.02,5.14,5.22,0.65,0.14,0.00,0.00,0.59,0.00,22.43,0.00,0.00,74.50,0.00,0.00,0.00,0.00,0.31,0.00,1.33,0.06,12762000,0.79,23.81,23.81,98.31,0.00,0.00,98.31,1.69,Urban_low,Urban,0.06,1982,,,,0.24,32.86,65.57,,,1.33,12750000,,,,,,,,,,,,,57.165,2.430,,,,389.200,305.800,,,0.00,71.08,27.69,0.00,1.264,10.810,,1.047,1.026,,,0.000,2146.245,0.000,,,,,,,0.000,191.977,0.000,,,,,271.089,15.068,67.355,62.572,81.468,104.487,175.339,205.258,,,5.374,,,3.040,0.084,1.352,0.144,2.66,3.89,57.58,35.44,6.97,609.072,0.077,60.000,,82.77,6.53,,,,
12073425,T12073425,WA_Minter,PNSQA,"MINTER CREEK ABOVE HUGE CREEK NEAR WAUNA, WA",47.389559,-122.694772,"Seattle-Tacoma, WA",Seattle,14.26,28,7.1.7,Strait of Georgia/Puget Lowland,0.69,2.37,9.77,17.86,0.83,2.93,37.20,11.28,4.98,6.32,0.11,0.11,5.34,0.06,0.12,,51.62,6.54,6.67,6.88,0.20,4.14,2.82,0.00,1.87,0.00,18.91,0.00,0.00,60.11,0.13,0.00,0.91,0.13,9.71,0.00,0.18,0.91,14277600,7.16,27.94,27.94,88.05,0.13,0.25,88.30,10.79,Urban_med,Urban,0.32,1993,,0.35,,,5.53,41.74,8.05,32.70,11.62,14280000,,,,,,,,,,,,,54.708,5.000,,,,389.200,305.800,,,0.00,43.30,55.09,0.00,0.951,9.863,,1.129,1.011,,,454.440,2704.248,604.773,,,,,,,47.865,241.885,144.835,,,,,365.044,30.477,55.134,38.268,46.628,83.816,108.794,118.485,,,3.471,,,3.040,0.084,1.352,0.144,2.66,3.89,57.58,35.44,6.97,748.390,0.059,60.000,22.919,99.87,5.99,,,,
12073500,T12073500,WA_Huge,PNSQA,"HUGE CREEK NEAR WAUNA, WA",47.389137,-122.698841,"Seattle-Tacoma, WA",Seattle,16.88,26,7.1.7,Strait of Georgia/Puget Lowland,0.02,0.22,6.15,11.18,0.00,2.86,51.76,9.96,7.33,5.68,0.00,0.00,4.17,0.23,0.44,,60.34,3.15,3.18,3.19,0.06,0.00,0.00,0.00,0.00,0.00,15.53,0.00,0.00,81.10,0.00,0.00,0.00,0.00,2.50,0.00,0.43,0.38,16880400,0.06,15.59,15.59,96.69,0.00,0.00,96.69,3.31,Urban_low,Urban,0.01,2004,,,,,,1.78,,55.52,42.70,16840000,,,,,,,,,,,,,54.177,5.000,,,,389.200,305.800,,,0.00,70.12,26.71,0.00,1.433,10.111,,1.146,1.011,,,0.000,1872.947,0.000,,,,,,,0.000,167.529,0.000,,,,,212.073,9.923,62.461,28.666,42.124,59.309,80.483,113.941,,,3.320,,,3.040,0.084,1.352,0.144,2.66,3.89,57.58,35.44,6.97,798.449,0.031,60.000,47.221,107.33,5.77,,,,
12073895,T12073895,WA_Coulter,PNSQA,"COULTER CREEK NEAR ALLYN, WA",47.408428,-122.817086,"Seattle-Tacoma, WA",Seattle,33.54,2,7.1.7,Strait of Georgia/Puget Lowland,0.01,0.05,0.67,3.28,2.18,1.90,56.18,3.87,11.69,14.42,0.00,0.00,5.01,0.31,0.43,,69.57,0.55,0.55,0.55,0.00,0.00,0.26,0.09,0.00,0.00,1.33,0.00,0.00,45.12,0.00,0.00,0.11,0.00,52.07,0.00,0.45,0.58,33555600,0.26,1.67,1.67,46.80,0.00,0.00,46.80,53.10,Urban_low,Urban,,2005,,,,,,,,34.04,65.96,33490000,,2.981,,2.981,,13.974,,5.884,,1,,1,52.730,4.129,,,,436.222,382.038,,,0.00,54.99,43.01,0.00,1.876,10.132,,1.154,0.993,,,0.000,706.516,0.000,,,,,,,0.000,63.196,0.000,,,,,120.366,1.884,65.126,6.846,6.473,12.048,17.165,15.447,,,1.759,,,3.040,0.084,1.352,0.144,2.66,3.89,57.58,35.44,6.97,872.251,0.027,60.000,,107.59,6.36,,,,
12080800,T12080800,WA_Woodland,PNSQA,"WOODLAND CREEK BELOW DRAHAM ROAD NEAR LACEY, WA",47.063541,-122.808696,"Seattle-Tacoma, WA",Seattle,47.05,20,7.1.7,Strait of Georgia/Puget Lowland,7.38,19.48,30.13,18.47,0.18,1.67,8.30,2.90,1.05,0.67,0.00,0.52,2.90,0.75,5.59,,25.76,26.42,29.14,30.96,16.92,1.20,4.52,1.12,3.86,20.24,27.25,0.00,13.31,3.97,0.00,0.00,0.02,0.46,0.17,0.00,5.57,1.40,47073600,22.64,88.42,75.11,92.39,0.00,0.46,92.85,7.14,Urban_high,Urban,0.23,1958,18.00,14.75,4.10,18.68,18.91,0.28,3.31,,21.97,47060000,,,,,,,,,,,,,67.419,4.713,0.000,63.197,,408.217,320.651,,,0.00,10.49,47.93,0.00,0.466,10.199,,1.034,1.166,,,1858.738,13768.930,2697.987,,,,,,,195.777,1231.640,820.644,,,,,506.108,47.782,52.969,305.980,359.054,609.555,772.682,863.348,,,11.707,,,4.437,0.082,1.362,0.178,1.80,10.40,59.41,34.13,6.45,577.807,0.040,58.031,0.039,59.32,2.60,,,,
12102212,T12102212,WA_Swan,PNSQA,"SWAN CREEK AT PIONEER WAY TACOMA, WA",47.226141,-122.392913,"Seattle-Tacoma, WA",Seattle,9.26,11,7.1.7,Strait of Georgia/Puget Lowland,3.11,10.47,28.67,34.52,0.00,1.87,5.68,1.89,0.47,1.34,0.00,10.76,0.60,0.61,0.00,,21.45,19.59,20.74,21.93,6.23,2.03,1.99,0.51,3.31,4.60,58.01,0.00,12.00,0.00,0.00,0.00,0.00,11.34,0.00,0.00,0.00,0.00,9241200,10.25,88.66,76.67,88.66,0.00,11.34,100.00,0.00,Urban_med,Urban,,1941,37.04,59.21,,,,,,,3.75,9340000,,,,,,,,,,,,,57.020,2.780,0.000,407.179,,1394.603,1091.669,,,0.00,0.00,89.30,0.00,1.093,10.359,,0.899,0.987,,,2493.352,4379.742,5580.122,,,,,,,262.617,391.758,1386.538,,,,,1443.106,220.338,50.393,153.930,155.504,306.081,368.270,410.514,,,16.503,,,2.025,0.161,1.179,0.170,2.10,3.48,37.60,50.14,12.27,425.899,0.084,59.507,10.820,123.00,4.21,,,,
12107950,T12107950,WA_NFNewaukum,PNSQA,"NORTH FORK NEWAUKUM CREEK NEAR ENUMCLAW, WA",47.234409,-121.930516,"Seattle-Tacoma, WA",Seattle,4.90,274,7.1.7,Strait of Georgia/Puget Lowland,0.00,0.00,0.55,1.53,0.31,3.01,36.29,23.58,12.44,21.24,0.00,0.00,1.05,0.00,0.00,,73.37,0.30,0.30,0.30,0.00,0.00,0.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99.34,0.00,0.00,0.00,4892400,0.00,0.66,0.66,0.66,0.00,0.00,0.66,99.34,Undeveloped,Undeveloped,,,,,,,,,,,100.00,4910000,,,,,,,,,,,,,60.363,2.193,0.000,8.000,,1507.900,1117.000,,,0.00,42.92,57.08,0.00,3.093,6.840,,1.570,1.782,,,0.000,130.582,0.000,,,,,,,0.000,11.680,0.000,,,,,204.838,2.383,54.025,5.552,4.491,9.823,15.803,10.913,,,7.710,,,4.889,0.156,1.057,0.221,2.16,3.34,35.50,47.19,17.31,950.734,0.856,52.177,0.000,505.21,25.18,,,,
12110495,T12110495,WA_Jenkins,PNSQA,"JENKINS CREEK NEAR COVINGTION, WA",47.3441,-122.1232,"Seattle-Tacoma, WA",Seattle,46.11,108,7.1.7,Strait of Georgia/Puget Lowland,2.10,11.08,28.88,23.72,0.43,3.55,5.95,15.13,0.14,2.16,0.00,1.34,3.76,0.17,1.60,,35.65,17.96,19.68,20.65,4.58,1.16,2.84,0.91,3.35,10.25,40.82,0.00,17.46,14.50,0.00,0.00,0.41,1.27,0.61,0.00,1.59,0.26,46090800,8.58,81.37,63.91,95.88,0.00,1.27,97.14,2.45,Urban_high,Urban,1.05,1968,5.81,12.82,3.82,25.75,8.57,32.15,1.52,,9.55,46090000,,,,,,,,,,,,,67.251,6.653,0.000,144.882,,1519.618,1129.371,,,0.00,24.03,64.05,2.47,0.738,10.913,,1.031,1.139,,,2612.419,37708.077,6766.792,,,,,,,275.159,3372.919,1433.659,,,,,1135.015,110.201,75.582,200.096,266.597,408.420,590.474,737.524,,,9.113,,,4.113,0.082,1.383,0.174,1.52,10.01,59.12,34.97,5.91,605.780,0.064,57.537,0.000,150.77,4.43,,,,
12112600,T12112600,WA_BigSoos,PNSQA,"BIG SOOS CREEK ABOVE HATCHERY NEAR AUBURN, WA",47.312323,-122.165396,"Seattle-Tacoma, WA",Seattle,186.06,22,7.1.7,Strait of Georgia/Puget Lowland,1.14,8.92,24.16,21.77,1.14,3.85,8.21,15.64,1.68,3.88,0.00,2.57,3.28,0.41,3.34,,37.32,14.88,16.09,16.56,3.82,0.65,1.69,0.96,3.18,12.62,31.12,0.00,11.65,14.90,0.00,0.03,0.80,2.63,12.26,0.00,3.35,0.35,186055200,6.15,65.69,54.04,80.59,0.00,2.66,83.25,15.96,Urban_med,Urban,2.97,1965,7.61,8.93,12.00,17.19,10.32,16.07,1.17,1.43,25.27,186130000,,4.837,,1.612,,327.825,,263.307,,3,,9,65.758,5.361,0.007,109.923,,1511.473,1120.772,,,0.00,27.03,48.32,3.50,1.125,10.434,,1.011,1.122,,,20289.149,131049.753,52553.775,,,,23851.169,1,,2136.998,11722.163,11134.400,,,,37.057,1208.022,134.329,70.217,172.641,221.744,382.380,503.387,622.252,,,7.596,,,4.099,0.086,1.374,0.175,1.54,9.81,57.70,35.84,6.46,558.012,0.092,57.711,0.000,150.79,5.48,,,,
12113205,T12113205,WA_MillAuburn,PNSQA,"MILL CREEK AT PEASLEY CANYON RD S NR AUBURN, WA",47.303267,-122.264889,"Seattle-Tacoma, WA",Seattle,7.10,33,7.1.7,Strait of Georgia/Puget Lowland,0.61,12.03,35.81,29.06,0.13,3.09,8.65,8.72,0.14,0.00,0.00,0.00,0.72,0.00,1.04,,36.42,20.01,22.41,22.67,5.79,0.20,3.86,0.66,0.46,3.35,62.80,0.00,21.85,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.91,0.05,7084800,9.86,98.98,77.13,98.98,0.00,0.00,98.98,1.02,Urban_high,Urban,,1943,33.05,55.27,5.77,,2.39,0.28,,,3.23,7110000,,,,,,,,,,,,,59.060,2.813,0.000,102.189,,1368.649,1016.025,,,0.00,22.57,36.27,0.00,0.993,10.571,,0.930,1.072,,,0.000,7008.657,0.000,,,,,,,0.000,626.912,0.000,,,,,1094.191,88.287,62.769,265.767,343.236,717.072,776.740,994.611,,,14.897,,,4.100,0.082,1.384,0.174,1.52,10.02,59.39,34.82,5.79,421.628,0.141,57.500,,129.59,7.15,,,,
12113347,T12113347,WA_MillKent,PNSQA,"MILL CREEK AT EARTHWORKS PARK AT KENT, WA",47.381251,-122.22058,"Seattle-Tacoma, WA",Seattle,6.69,27,7.1.7,Strait of Georgia/Puget Lowland,9.37,24.88,31.30,21.72,0.00,3.05,1.91,5.32,0.15,1.44,0.00,0.00,0.82,0.04,0.00,,26.21,34.82,36.19,36.87,19.36,0.00,1.66,0.59,5.84,41.34,18.71,0.00,12.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,6714000,21.02,99.95,87.51,99.95,0.00,0.00,99.95,0.05,Urban_high,Urban,,1938,77.61,11.79,3.88,0.30,2.39,,,,4.03,6700000,,14.946,,,,18.436,,2.028,,,,1,64.887,2.913,0.000,192.515,,1507.900,1117.000,,,0.00,0.00,92.82,6.30,0.654,11.240,,0.877,0.982,,,0.000,6689.714,0.000,,,,,,,0.000,598.383,0.000,,,,,1098.007,89.435,43.043,768.814,867.375,1400.139,1874.978,2211.447,,,15.781,,,4.063,0.084,1.382,0.179,1.57,9.87,58.67,35.32,6.02,430.471,0.176,57.578,0.000,115.34,6.00,,,,
12113490,T12113490,WA_Longfellow,PNSQA,"LONGFELLOW CREEK AB GENESEE ST NR WEST SEATTLE, WA",47.56453,-122.367285,"Seattle-Tacoma, WA",Seattle,9.05,12,7.1.7,Strait of Georgia/Puget Lowland,7.98,40.55,31.49,12.96,0.00,4.75,0.30,1.07,0.00,0.00,0.00,0.00,0.89,0.00,0.00,,15.98,42.96,44.23,44.71,16.45,0.04,0.04,0.44,10.16,63.78,1.99,0.00,7.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,9036000,16.53,99.92,92.91,99.92,0.00,0.00,99.92,0.08,Urban_high,Urban,0.52,1935,96.80,,,,,,,,3.20,9070000,,22.094,,,,6.813,,2.589,,,,2,63.493,2.000,0.000,19.789,,1052.773,786.975,,,0.00,26.33,73.67,0.00,0.517,9.217,,0.804,0.821,,,0.000,9882.611,0.000,,,,,,,0.000,883.982,0.000,,,,,1173.807,97.653,49.452,1051.917,1203.523,2266.920,2526.717,2700.168,,,23.036,,,4.100,0.082,1.384,0.174,1.52,10.02,59.39,34.82,5.79,376.012,0.328,57.500,,89.95,8.49,,,,
